time,strategy,state,action,label,confidence,filtered_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,width,height
2026-06-30T14:24:40.209195,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.275592,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.341464,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.409430,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.474595,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.543564,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.607105,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.646593,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.713765,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.774054,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.841228,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.910494,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:40.973877,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.042955,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.109287,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.178876,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.244536,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.314183,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.374890,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.440998,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.507555,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.581057,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.636983,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.705961,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.770009,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.837047,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.905948,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:41.970243,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.039151,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.077552,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.139826,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.220560,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.282154,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.340372,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.408049,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.475429,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.538478,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.607379,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.673233,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.742784,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.811015,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.872877,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.927423,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:42.976918,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.040174,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.110675,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.174212,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.238693,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.308248,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.375475,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.441689,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.511197,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.580759,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.642956,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.707630,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.774624,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.839149,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.910852,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:43.971700,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.041298,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.107455,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.173479,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.241558,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.312535,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.393258,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.441049,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.510797,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.574106,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.640059,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.709259,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.774001,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.839604,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.906775,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:44.974521,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:45.040738,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:45.108682,adaptive,search,continue_search,,,0.0,,,,,,,,
2026-06-30T14:24:45.174286,adaptive,search,continue_search,,,0.0,,,,,,,,
