time,strategy,state,action,label,confidence,filtered_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,width,height
2026-06-30T14:25:00.259227,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.323164,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.386786,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.451650,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.523015,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.586104,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.652664,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.717415,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.789338,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.848623,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.917260,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:00.983526,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.053353,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.119860,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.178302,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.246926,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.311789,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.377422,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.443897,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.509639,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.577282,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.646367,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.711164,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.758642,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.805360,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.845756,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.909899,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:01.976324,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.044228,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.084791,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.151425,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.211928,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.277252,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.345854,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.412099,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.482647,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.555396,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.617145,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.679218,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.745658,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.815409,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.877861,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:02.948050,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.016246,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.086331,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.158286,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.215535,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.280330,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.344873,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.414883,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.478575,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.547490,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.616217,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.677841,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.748299,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.811185,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.881832,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:03.945068,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.012051,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.079394,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.148587,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.221774,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.286310,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.351352,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.416278,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
2026-06-30T14:25:04.483955,baseline,fixed_path,continue_fixed_path,,,0.0,,,,,,,,
